date,prices,headlines,y
2009-01-28,"[16346.45, 16398.57, 16516.22, 16151.41, 16379.05, 15988.08, 16016.02, 15766.74, 15882.68, 16093.51, 15885.22, 16167.23, 15944.46, 16069.64, 16466.3, 16449.18, 16153.54, 16336.66, 16416.58, 16204.97, 16027.05, 16014.38, 15914.74, 15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66]","[ 0.03230318 -0.04611415 -0.02040609 ... -0.03669126 -0.01847207
  0.08066515]",1
2009-01-29,"[16398.57, 16516.22, 16151.41, 16379.05, 15988.08, 16016.02, 15766.74, 15882.68, 16093.51, 15885.22, 16167.23, 15944.46, 16069.64, 16466.3, 16449.18, 16153.54, 16336.66, 16416.58, 16204.97, 16027.05, 16014.38, 15914.74, 15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78]","[ 0.04069174  0.03864757 -0.04718623 ... -0.01551934 -0.03309775
  0.07107627]",0
2009-01-30,"[16516.22, 16151.41, 16379.05, 15988.08, 16016.02, 15766.74, 15882.68, 16093.51, 15885.22, 16167.23, 15944.46, 16069.64, 16466.3, 16449.18, 16153.54, 16336.66, 16416.58, 16204.97, 16027.05, 16014.38, 15914.74, 15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99]","[ 0.07675639  0.0531704   0.02648328 ... -0.09165263 -0.06395203
  0.01002931]",0
2009-02-02,"[16151.41, 16379.05, 15988.08, 16016.02, 15766.74, 15882.68, 16093.51, 15885.22, 16167.23, 15944.46, 16069.64, 16466.3, 16449.18, 16153.54, 16336.66, 16416.58, 16204.97, 16027.05, 16014.38, 15914.74, 15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29]","[-0.01531403  0.02764162 -0.03755551 ... -0.10067273 -0.14273523
  0.04220119]",0
2009-02-03,"[16379.05, 15988.08, 16016.02, 15766.74, 15882.68, 16093.51, 15885.22, 16167.23, 15944.46, 16069.64, 16466.3, 16449.18, 16153.54, 16336.66, 16416.58, 16204.97, 16027.05, 16014.38, 15914.74, 15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97]","[ 0.08134506  0.17481211 -0.03910411 ... -0.13743447 -0.02989947
  0.0525045 ]",1
2009-02-04,"[15988.08, 16016.02, 15766.74, 15882.68, 16093.51, 15885.22, 16167.23, 15944.46, 16069.64, 16466.3, 16449.18, 16153.54, 16336.66, 16416.58, 16204.97, 16027.05, 16014.38, 15914.74, 15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5]","[ 0.05597735  0.0043414   0.05835421 ... -0.09512971 -0.07292914
 -0.0204687 ]",0
2009-02-05,"[16016.02, 15766.74, 15882.68, 16093.51, 15885.22, 16167.23, 15944.46, 16069.64, 16466.3, 16449.18, 16153.54, 16336.66, 16416.58, 16204.97, 16027.05, 16014.38, 15914.74, 15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08]","[-0.01531403  0.02764162 -0.03755551 ... -0.13733062 -0.03002818
  0.05240111]",1
2009-02-06,"[15766.74, 15882.68, 16093.51, 15885.22, 16167.23, 15944.46, 16069.64, 16466.3, 16449.18, 16153.54, 16336.66, 16416.58, 16204.97, 16027.05, 16014.38, 15914.74, 15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32]","[ 0.08136239  0.17474301 -0.03916562 ... -0.13733062 -0.03002818
  0.05240111]",1
2009-02-09,"[15882.68, 16093.51, 15885.22, 16167.23, 15944.46, 16069.64, 16466.3, 16449.18, 16153.54, 16336.66, 16416.58, 16204.97, 16027.05, 16014.38, 15914.74, 15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9]","[ 0.08136239  0.17474301 -0.03916562 ... -0.13733062 -0.03002818
  0.05240111]",0
2009-02-10,"[16093.51, 15885.22, 16167.23, 15944.46, 16069.64, 16466.3, 16449.18, 16153.54, 16336.66, 16416.58, 16204.97, 16027.05, 16014.38, 15914.74, 15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77]","[ 0.08136239  0.17474301 -0.03916562 ... -0.09512971 -0.07292914
 -0.0204687 ]",0
2009-02-11,"[15885.22, 16167.23, 15944.46, 16069.64, 16466.3, 16449.18, 16153.54, 16336.66, 16416.58, 16204.97, 16027.05, 16014.38, 15914.74, 15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95]","[ 0.05597735  0.0043414   0.05835421 ... -0.09504653 -0.07285264
 -0.02040801]",1
2009-02-12,"[16167.23, 15944.46, 16069.64, 16466.3, 16449.18, 16153.54, 16336.66, 16416.58, 16204.97, 16027.05, 16014.38, 15914.74, 15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1]","[ 0.0340749  -0.05691179 -0.01661216 ... -0.00964984  0.01761241
  0.03545844]",0
2009-02-13,"[15944.46, 16069.64, 16466.3, 16449.18, 16153.54, 16336.66, 16416.58, 16204.97, 16027.05, 16014.38, 15914.74, 15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36]","[ 0.07254367 -0.02947732 -0.0179034  ... -0.02244828 -0.02591005
  0.04676059]",0
2009-02-17,"[16069.64, 16466.3, 16449.18, 16153.54, 16336.66, 16416.58, 16204.97, 16027.05, 16014.38, 15914.74, 15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13]","[ 0.07254367 -0.02947732 -0.0179034  ... -0.05049603 -0.05136917
  0.03046255]",0
2009-02-18,"[16466.3, 16449.18, 16153.54, 16336.66, 16416.58, 16204.97, 16027.05, 16014.38, 15914.74, 15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31]","[ 0.08136239  0.17474301 -0.03916562 ... -0.01844029 -0.10677316
 -0.01266319]",1
2009-02-19,"[16449.18, 16153.54, 16336.66, 16416.58, 16204.97, 16027.05, 16014.38, 15914.74, 15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13]","[-0.01531403  0.02764162 -0.03755551 ... -0.0022564  -0.15363116
  0.01695976]",0
2009-02-20,"[16153.54, 16336.66, 16416.58, 16204.97, 16027.05, 16014.38, 15914.74, 15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53]","[ 0.08134506  0.17481211 -0.03910411 ... -0.13450095 -0.08896779
 -0.07169155]",0
2009-02-23,"[16336.66, 16416.58, 16204.97, 16027.05, 16014.38, 15914.74, 15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76]","[-0.01057415  0.00528063  0.00232116 ... -0.09512971 -0.07292914
 -0.0204687 ]",0
2009-02-24,"[16416.58, 16204.97, 16027.05, 16014.38, 15914.74, 15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49]","[ 0.05239442 -0.0487531  -0.015602   ... -0.01844029 -0.10677316
 -0.01266319]",1
2009-02-25,"[16204.97, 16027.05, 16014.38, 15914.74, 15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3]","[ 0.08136239  0.17474301 -0.03916562 ... -0.01844029 -0.10677316
 -0.01266319]",0
2009-02-26,"[16027.05, 16014.38, 15914.74, 15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87]","[ 0.05031046  0.0399947  -0.00261593 ... -0.07254367  0.01370528
  0.05053255]",0
2009-02-27,"[16014.38, 15914.74, 15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57]","[ 0.06050532  0.05463506 -0.04599144 ... -0.09512971 -0.07292914
 -0.0204687 ]",0
2009-03-02,"[15914.74, 15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59]","[ 0.03230318 -0.04611415 -0.02040609 ... -0.09512971 -0.07292914
 -0.0204687 ]",0
2009-03-03,"[15660.18, 15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73]","[ 0.06050532  0.05463506 -0.04599144 ... -0.09512971 -0.07292914
 -0.0204687 ]",0
2009-03-04,"[15973.84, 16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39]","[ 0.06147951 -0.00487562 -0.02325295 ... -0.00424762 -0.02280482
  0.09565356]",1
2009-03-05,"[16196.41, 16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11]","[ 0.03230318 -0.04611415 -0.02040609 ... -0.09504653 -0.07285264
 -0.02040801]",0
2009-03-06,"[16453.83, 16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66]","[ 0.03230318 -0.04611415 -0.02040609 ... -0.09507746 -0.07287636
 -0.02034647]",1
2009-03-09,"[16413.43, 16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09]","[ 0.08136239  0.17474301 -0.03916562 ... -0.13733062 -0.03002818
  0.05240111]",0
2009-03-10,"[16391.99, 16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75]","[ 0.06140755 -0.00495576 -0.023233   ... -0.00424762 -0.02280482
  0.09565356]",1
2009-03-11,"[16620.66, 16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0]","[ 0.03230318 -0.04611415 -0.02040609 ... -0.09512971 -0.07292914
 -0.0204687 ]",1
2009-03-12,"[16431.78, 16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32]","[ 0.06055203  0.05472794 -0.04599181 ... -0.00424762 -0.02280482
  0.09565356]",1
2009-03-13,"[16484.99, 16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05]","[ 0.08136239  0.17474301 -0.03916562 ... -0.09512971 -0.07292914
 -0.0204687 ]",1
2009-03-16,"[16697.29, 16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96]","[ 0.06050532  0.05463506 -0.04599144 ... -0.09512971 -0.07292914
 -0.0204687 ]",0
2009-03-17,"[16639.97, 16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96]","[ 0.06147951 -0.00487562 -0.02325295 ... -0.00424762 -0.02280482
  0.09565356]",1
2009-03-18,"[16516.5, 16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41]","[ 0.03230318 -0.04611415 -0.02040609 ... -0.09512971 -0.07292914
 -0.0204687 ]",1
2009-03-19,"[16865.08, 16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41, 17721.25]","[ 0.06050532  0.05463506 -0.04599144 ... -0.00423171 -0.02129724
  0.09519787]",0
2009-03-20,"[16899.32, 16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41, 17721.25, 17908.28]","[ 0.08136239  0.17474301 -0.03916562 ... -0.09512971 -0.07292914
 -0.0204687 ]",0
2009-03-23,"[16943.9, 17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41, 17721.25, 17908.28, 17926.43]","[ 0.03230318 -0.04611415 -0.02040609 ... -0.0022564  -0.15363116
  0.01695976]",1
2009-03-24,"[17006.77, 17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41, 17721.25, 17908.28, 17926.43, 17897.46]","[ 0.03230318 -0.04611415 -0.02040609 ... -0.00964984  0.01761241
  0.03545844]",0
2009-03-25,"[17073.95, 16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41, 17721.25, 17908.28, 17926.43, 17897.46, 18004.16]","[ 0.09886807  0.02284268 -0.04297665 ... -0.09512971 -0.07292914
 -0.0204687 ]",1
2009-03-26,"[16964.1, 17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41, 17721.25, 17908.28, 17926.43, 17897.46, 18004.16, 18053.6]","[-0.0213097   0.0051181   0.00248578 ... -0.09512971 -0.07292914
 -0.0204687 ]",1
2009-03-27,"[17000.36, 16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41, 17721.25, 17908.28, 17926.43, 17897.46, 18004.16, 18053.6, 18096.27]","[ 0.05597735  0.0043414   0.05835421 ... -0.09512971 -0.07292914
 -0.0204687 ]",0
2009-03-30,"[16995.13, 17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41, 17721.25, 17908.28, 17926.43, 17897.46, 18004.16, 18053.6, 18096.27, 17982.52]","[-0.01057415  0.00528063  0.00232116 ... -0.13733062 -0.03002818
  0.05240111]",0
2009-03-31,"[17213.31, 17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41, 17721.25, 17908.28, 17926.43, 17897.46, 18004.16, 18053.6, 18096.27, 17982.52, 18003.75]","[ 0.06050532  0.05463506 -0.04599144 ... -0.09512971 -0.07292914
 -0.0204687 ]",1
2009-04-01,"[17229.13, 17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41, 17721.25, 17908.28, 17926.43, 17897.46, 18004.16, 18053.6, 18096.27, 17982.52, 18003.75, 17977.24]","[ 0.08136606  0.1747509  -0.0391408  ... -0.13733062 -0.03002818
  0.05240111]",1
2009-04-02,"[17251.53, 17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41, 17721.25, 17908.28, 17926.43, 17897.46, 18004.16, 18053.6, 18096.27, 17982.52, 18003.75, 17977.24, 17990.32]","[-0.01057415  0.00528063  0.00232116 ... -0.13733062 -0.03002818
  0.05240111]",1
2009-04-03,"[17325.76, 17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41, 17721.25, 17908.28, 17926.43, 17897.46, 18004.16, 18053.6, 18096.27, 17982.52, 18003.75, 17977.24, 17990.32, 18041.55]","[-0.01053739  0.00531059  0.0023266  ... -0.13733062 -0.03002818
  0.05240111]",1
2009-04-06,"[17481.49, 17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41, 17721.25, 17908.28, 17926.43, 17897.46, 18004.16, 18053.6, 18096.27, 17982.52, 18003.75, 17977.24, 17990.32, 18041.55, 17830.76]","[-0.01057415  0.00528063  0.00232116 ... -0.13733062 -0.03002818
  0.05240111]",0
2009-04-07,"[17602.3, 17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41, 17721.25, 17908.28, 17926.43, 17897.46, 18004.16, 18053.6, 18096.27, 17982.52, 18003.75, 17977.24, 17990.32, 18041.55, 17830.76, 17773.64]","[-0.01057415  0.00528063  0.00232116 ... -0.13733062 -0.03002818
  0.05240111]",0
2009-04-08,"[17623.87, 17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41, 17721.25, 17908.28, 17926.43, 17897.46, 18004.16, 18053.6, 18096.27, 17982.52, 18003.75, 17977.24, 17990.32, 18041.55, 17830.76, 17773.64, 17891.16]","[ 0.06050532  0.05463506 -0.04599144 ... -0.09512971 -0.07292914
 -0.0204687 ]",1
2009-04-09,"[17582.57, 17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41, 17721.25, 17908.28, 17926.43, 17897.46, 18004.16, 18053.6, 18096.27, 17982.52, 18003.75, 17977.24, 17990.32, 18041.55, 17830.76, 17773.64, 17891.16, 17750.91]","[ 0.08136239  0.17474301 -0.03916562 ... -0.13733062 -0.03002818
  0.05240111]",1
2009-04-13,"[17502.59, 17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41, 17721.25, 17908.28, 17926.43, 17897.46, 18004.16, 18053.6, 18096.27, 17982.52, 18003.75, 17977.24, 17990.32, 18041.55, 17830.76, 17773.64, 17891.16, 17750.91, 17651.26]","[ 0.06050532  0.05463506 -0.04599144 ... -0.09512971 -0.07292914
 -0.0204687 ]",0
2009-04-14,"[17515.73, 17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41, 17721.25, 17908.28, 17926.43, 17897.46, 18004.16, 18053.6, 18096.27, 17982.52, 18003.75, 17977.24, 17990.32, 18041.55, 17830.76, 17773.64, 17891.16, 17750.91, 17651.26, 17660.71]","[ 0.06050532  0.05463506 -0.04599144 ... -0.09512971 -0.07292914
 -0.0204687 ]",0
2009-04-15,"[17535.39, 17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41, 17721.25, 17908.28, 17926.43, 17897.46, 18004.16, 18053.6, 18096.27, 17982.52, 18003.75, 17977.24, 17990.32, 18041.55, 17830.76, 17773.64, 17891.16, 17750.91, 17651.26, 17660.71, 17740.63]","[ 0.06050532  0.05463506 -0.04599144 ... -0.09512971 -0.07292914
 -0.0204687 ]",1
2009-04-16,"[17633.11, 17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41, 17721.25, 17908.28, 17926.43, 17897.46, 18004.16, 18053.6, 18096.27, 17982.52, 18003.75, 17977.24, 17990.32, 18041.55, 17830.76, 17773.64, 17891.16, 17750.91, 17651.26, 17660.71, 17740.63, 17705.91]","[ 0.06050532  0.05463506 -0.04599144 ... -0.09512971 -0.07292914
 -0.0204687 ]",1
2009-04-17,"[17716.66, 17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41, 17721.25, 17908.28, 17926.43, 17897.46, 18004.16, 18053.6, 18096.27, 17982.52, 18003.75, 17977.24, 17990.32, 18041.55, 17830.76, 17773.64, 17891.16, 17750.91, 17651.26, 17660.71, 17740.63, 17705.91, 17928.35]","[ 0.06050532  0.05463506 -0.04599144 ... -0.09512971 -0.07292914
 -0.0204687 ]",1
2009-04-20,"[17685.09, 17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41, 17721.25, 17908.28, 17926.43, 17897.46, 18004.16, 18053.6, 18096.27, 17982.52, 18003.75, 17977.24, 17990.32, 18041.55, 17830.76, 17773.64, 17891.16, 17750.91, 17651.26, 17660.71, 17740.63, 17705.91, 17928.35, 17711.12]","[ 0.06050199  0.05472449 -0.04594269 ... -0.09507746 -0.07287636
 -0.02034647]",0
2009-04-21,"[17792.75, 17737.0, 17603.32, 17716.05, 17541.96, 17576.96, 17556.41, 17721.25, 17908.28, 17926.43, 17897.46, 18004.16, 18053.6, 18096.27, 17982.52, 18003.75, 17977.24, 17990.32, 18041.55, 17830.76, 17773.64, 17891.16, 17750.91, 17651.26, 17660.71, 17740.63, 17705.91, 17928.35, 17711.12, 17720.5]","[ 0.06050532  0.05463506 -0.04599144 ... -0.09512971 -0.07292914
 -0.0204687 ]",1
