date,prices,headlines,y
2018-08-21,"[25502.18, 25628.91, 25583.75, 25509.23, 25313.14, 25187.7, 25299.92, 25162.41, 25558.73, 25669.32, 25758.69, 25822.29, 25733.6, 25656.98, 25790.35, 26049.64, 26064.02, 26124.57, 25986.92, 25964.82, 25952.48, 25974.99, 25995.87, 25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12]","[ 0.00102745 -0.05817385  0.09217771 ...  0.03599185  0.00896626
  0.00468287]",1
2018-08-22,"[25628.91, 25583.75, 25509.23, 25313.14, 25187.7, 25299.92, 25162.41, 25558.73, 25669.32, 25758.69, 25822.29, 25733.6, 25656.98, 25790.35, 26049.64, 26064.02, 26124.57, 25986.92, 25964.82, 25952.48, 25974.99, 25995.87, 25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96]","[ 0.12968708 -0.07573635  0.01111379 ...  0.0139106   0.00225257
  0.03934852]",0
2018-08-23,"[25583.75, 25509.23, 25313.14, 25187.7, 25299.92, 25162.41, 25558.73, 25669.32, 25758.69, 25822.29, 25733.6, 25656.98, 25790.35, 26049.64, 26064.02, 26124.57, 25986.92, 25964.82, 25952.48, 25974.99, 25995.87, 25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76]","[-0.05562058 -0.04042805  0.12267822 ...  0.01098296  0.04122652
 -0.19172005]",0
2018-08-24,"[25509.23, 25313.14, 25187.7, 25299.92, 25162.41, 25558.73, 25669.32, 25758.69, 25822.29, 25733.6, 25656.98, 25790.35, 26049.64, 26064.02, 26124.57, 25986.92, 25964.82, 25952.48, 25974.99, 25995.87, 25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98]","[-0.03896742 -0.12044974  0.0447699  ...  0.04811452  0.01862732
 -0.06579813]",1
2018-08-27,"[25313.14, 25187.7, 25299.92, 25162.41, 25558.73, 25669.32, 25758.69, 25822.29, 25733.6, 25656.98, 25790.35, 26049.64, 26064.02, 26124.57, 25986.92, 25964.82, 25952.48, 25974.99, 25995.87, 25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5]","[-0.00590333 -0.07392238  0.03469883 ...  0.03166598  0.02462605
  0.01462771]",1
2018-08-28,"[25187.7, 25299.92, 25162.41, 25558.73, 25669.32, 25758.69, 25822.29, 25733.6, 25656.98, 25790.35, 26049.64, 26064.02, 26124.57, 25986.92, 25964.82, 25952.48, 25974.99, 25995.87, 25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05]","[-0.03552572 -0.07515361 -0.04315153 ...  0.06919029  0.04388408
 -0.00376597]",1
2018-08-29,"[25299.92, 25162.41, 25558.73, 25669.32, 25758.69, 25822.29, 25733.6, 25656.98, 25790.35, 26049.64, 26064.02, 26124.57, 25986.92, 25964.82, 25952.48, 25974.99, 25995.87, 25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21]","[ 0.1209964   0.05129067  0.06551513 ...  0.06900847 -0.01139428
 -0.03841919]",1
2018-08-30,"[25162.41, 25558.73, 25669.32, 25758.69, 25822.29, 25733.6, 25656.98, 25790.35, 26049.64, 26064.02, 26124.57, 25986.92, 25964.82, 25952.48, 25974.99, 25995.87, 25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28]","[-0.10739954 -0.15544227  0.09405904 ...  0.11710741  0.05104543
 -0.0040546 ]",0
2018-08-31,"[25558.73, 25669.32, 25758.69, 25822.29, 25733.6, 25656.98, 25790.35, 26049.64, 26064.02, 26124.57, 25986.92, 25964.82, 25952.48, 25974.99, 25995.87, 25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93]","[ 0.00239849  0.0756727   0.09730017 ...  0.03495363  0.00771373
 -0.04256553]",0
2018-09-04,"[25669.32, 25758.69, 25822.29, 25733.6, 25656.98, 25790.35, 26049.64, 26064.02, 26124.57, 25986.92, 25964.82, 25952.48, 25974.99, 25995.87, 25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31]","[-0.0421786  -0.04929896 -0.03125347 ...  0.00477414  0.02355977
 -0.02651571]",0
2018-09-05,"[25758.69, 25822.29, 25733.6, 25656.98, 25790.35, 26049.64, 26064.02, 26124.57, 25986.92, 25964.82, 25952.48, 25974.99, 25995.87, 25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21]","[ 0.0433148  -0.03582237  0.03779008 ...  0.04497871 -0.01715746
  0.00980776]",1
2018-09-06,"[25822.29, 25733.6, 25656.98, 25790.35, 26049.64, 26064.02, 26124.57, 25986.92, 25964.82, 25952.48, 25974.99, 25995.87, 25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94]","[ 0.02721729 -0.02731955  0.01981033 ...  0.10011837 -0.10193171
  0.01355884]",1
2018-09-07,"[25733.6, 25656.98, 25790.35, 26049.64, 26064.02, 26124.57, 25986.92, 25964.82, 25952.48, 25974.99, 25995.87, 25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39]","[ 0.02240373 -0.13814923  0.11231738 ...  0.0186509   0.08495695
 -0.11562071]",0
2018-09-10,"[25656.98, 25790.35, 26049.64, 26064.02, 26124.57, 25986.92, 25964.82, 25952.48, 25974.99, 25995.87, 25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48]","[ 0.01999284 -0.06576554  0.10464758 ...  0.10429999  0.00521054
 -0.02079125]",0
2018-09-11,"[25790.35, 26049.64, 26064.02, 26124.57, 25986.92, 25964.82, 25952.48, 25974.99, 25995.87, 25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05]","[-0.08038364  0.01548335  0.1438005  ...  0.03732918 -0.03682673
  0.00254735]",1
2018-09-12,"[26049.64, 26064.02, 26124.57, 25986.92, 25964.82, 25952.48, 25974.99, 25995.87, 25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57]","[-0.06957112  0.02383971  0.14980982 ...  0.06906563  0.06519985
 -0.01839786]",1
2018-09-13,"[26064.02, 26124.57, 25986.92, 25964.82, 25952.48, 25974.99, 25995.87, 25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74]","[ 0.06649855 -0.08180109  0.01014075 ... -0.0166796  -0.01469747
 -0.05754935]",1
2018-09-14,"[26124.57, 25986.92, 25964.82, 25952.48, 25974.99, 25995.87, 25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83]",[0.04945525 0.02320769 0.10061023 ... 0.04016168 0.00467872 0.04982851],1
2018-09-17,"[25986.92, 25964.82, 25952.48, 25974.99, 25995.87, 25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99]","[-0.08300589 -0.04312864  0.096633   ...  0.04949762  0.07073139
 -0.00253317]",0
2018-09-18,"[25964.82, 25952.48, 25974.99, 25995.87, 25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55]","[-0.06324598 -0.01353099  0.01752006 ...  0.04891202  0.05208679
 -0.01893244]",1
2018-09-19,"[25952.48, 25974.99, 25995.87, 25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42]","[ 0.00320422  0.02212959  0.09048181 ... -0.03269589  0.03050092
  0.03521096]",1
2018-09-20,"[25974.99, 25995.87, 25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68]","[ 0.03185678  0.05451394  0.0376687  ... -0.01491392  0.04322601
  0.09311051]",1
2018-09-21,"[25995.87, 25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45]","[-0.00410178  0.05112495  0.00821111 ... -0.02231447  0.05894388
 -0.00342934]",1
2018-09-24,"[25916.54, 25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34]","[ 0.02303958 -0.00715873  0.06933816 ...  0.03324634  0.03877417
 -0.03885351]",0
2018-09-25,"[25857.07, 25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41]","[-0.00614598  0.02105873 -0.00684574 ... -0.026539    0.09501043
 -0.06457868]",0
2018-09-26,"[25971.06, 25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43]","[-0.09351524 -0.05724864  0.06327481 ...  0.13574654  0.050269
  0.00368201]",0
2018-09-27,"[25998.92, 26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42]","[ 0.0523192  -0.01329638 -0.02179709 ...  0.0531887  -0.04711143
 -0.10949138]",1
2018-09-28,"[26145.99, 26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55]","[ 0.03651056 -0.01069318  0.09622463 ...  0.05268765  0.06947938
  0.01814505]",1
2018-10-01,"[26154.67, 26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31]","[-0.0294958  -0.08534485  0.01955819 ...  0.03382157 -0.12016447
 -0.01677577]",1
2018-10-02,"[26062.12, 26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92]","[ 0.02645298 -0.03299918  0.0214684  ... -0.09203548 -0.0186974
 -0.01715964]",1
2018-10-03,"[26246.96, 26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64]","[-0.04494747  0.08574157  0.08557088 ...  0.05227159 -0.04234404
  0.01843688]",1
2018-10-04,"[26405.76, 26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76]","[-0.00045921  0.017625    0.09011192 ...  0.06246204  0.03719438
 -0.01469626]",0
2018-10-05,"[26656.98, 26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74]","[-0.00743145 -0.00499464  0.08739802 ... -0.01575711  0.0405373
 -0.04152213]",0
2018-10-09,"[26743.5, 26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83]","[ 0.00394193 -0.1171174   0.10620892 ... -0.00892241  0.03101772
 -0.06001255]",0
2018-10-10,"[26562.05, 26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7]","[ 0.05926101 -0.10450759  0.10340646 ...  0.03897674 -0.0309085
  0.09497985]",0
2018-10-11,"[26492.21, 26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01]","[ 0.00788406 -0.05777321  0.10621515 ...  0.07594946 -0.00249227
  0.05500285]",0
2018-10-12,"[26385.28, 26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01, 26180.3]","[ 0.04082767  0.0091415   0.12995405 ...  0.01798252 -0.03508516
  0.01034545]",1
2018-10-15,"[26439.93, 26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01, 26180.3, 26191.22]","[ 0.04461133  0.04955587  0.03287151 ... -0.05162006  0.02423119
 -0.00079026]",0
2018-10-16,"[26458.31, 26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01, 26180.3, 26191.22, 25989.3]","[ 0.02040958 -0.05314035  0.12818503 ... -0.08696745 -0.03509266
  0.0388986 ]",1
2018-10-17,"[26651.21, 26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01, 26180.3, 26191.22, 25989.3, 25286.49]","[ 0.05619457 -0.11591096  0.04513484 ...  0.06609435  0.01608254
  0.06140033]",0
2018-10-18,"[26773.94, 26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01, 26180.3, 26191.22, 25989.3, 25286.49, 25080.5]","[ 0.04152512 -0.02536274  0.0128203  ...  0.00936037  0.04127789
 -0.06060565]",0
2018-10-19,"[26828.39, 26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01, 26180.3, 26191.22, 25989.3, 25286.49, 25080.5, 25289.27]","[-0.03207265 -0.08027023  0.09604077 ...  0.07509794  0.02109696
  0.00728728]",1
2018-10-22,"[26627.48, 26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01, 26180.3, 26191.22, 25989.3, 25286.49, 25080.5, 25289.27, 25413.22]","[-0.00609428 -0.08449969  0.03793277 ...  0.05019959  0.04302441
 -0.04809239]",0
2018-10-23,"[26447.05, 26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01, 26180.3, 26191.22, 25989.3, 25286.49, 25080.5, 25289.27, 25413.22, 25017.44]","[ 0.06406824  0.00916472  0.11284396 ...  0.00191701  0.00405676
 -0.09115228]",0
2018-10-24,"[26430.57, 25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01, 26180.3, 26191.22, 25989.3, 25286.49, 25080.5, 25289.27, 25413.22, 25017.44, 24465.64]","[ 0.05905961 -0.02984951  0.10951604 ...  0.09107382  0.01702563
 -0.08387311]",0
2018-10-25,"[25598.74, 25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01, 26180.3, 26191.22, 25989.3, 25286.49, 25080.5, 25289.27, 25413.22, 25017.44, 24465.64, 24464.69]","[ 0.05972115 -0.06305993  0.03290317 ...  0.08611398 -0.01476393
 -0.05851886]",1
2018-10-26,"[25052.83, 25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01, 26180.3, 26191.22, 25989.3, 25286.49, 25080.5, 25289.27, 25413.22, 25017.44, 24465.64, 24464.69, 24285.95]","[ 0.03942415  0.02257026  0.06741556 ...  0.07513744 -0.0304468
 -0.04826313]",0
2018-10-29,"[25339.99, 25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01, 26180.3, 26191.22, 25989.3, 25286.49, 25080.5, 25289.27, 25413.22, 25017.44, 24465.64, 24464.69, 24285.95, 24640.24]","[-0.02613903 -0.01654209  0.04961224 ... -0.05539595 -0.0086098
  0.00356286]",0
2018-10-30,"[25250.55, 25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01, 26180.3, 26191.22, 25989.3, 25286.49, 25080.5, 25289.27, 25413.22, 25017.44, 24465.64, 24464.69, 24285.95, 24640.24, 24748.73]","[ 0.03698509 -0.06851615  0.01487073 ...  0.07352166  0.02517884
 -0.05074146]",1
2018-10-31,"[25798.42, 25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01, 26180.3, 26191.22, 25989.3, 25286.49, 25080.5, 25289.27, 25413.22, 25017.44, 24465.64, 24464.69, 24285.95, 24640.24, 24748.73, 25366.43]","[-0.07577504 -0.07209938  0.09042111 ... -0.03334383  0.00194447
 -0.02252121]",1
2018-11-01,"[25706.68, 25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01, 26180.3, 26191.22, 25989.3, 25286.49, 25080.5, 25289.27, 25413.22, 25017.44, 24465.64, 24464.69, 24285.95, 24640.24, 24748.73, 25366.43, 25338.84]","[ 0.08792747 -0.04891562  0.06052868 ... -0.02491018 -0.05231971
 -0.00182071]",1
2018-11-02,"[25379.45, 25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01, 26180.3, 26191.22, 25989.3, 25286.49, 25080.5, 25289.27, 25413.22, 25017.44, 24465.64, 24464.69, 24285.95, 24640.24, 24748.73, 25366.43, 25338.84, 25538.46]","[-0.05397151  0.01031847  0.05569235 ...  0.03812223 -0.03880125
 -0.01771924]",0
2018-11-05,"[25444.34, 25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01, 26180.3, 26191.22, 25989.3, 25286.49, 25080.5, 25289.27, 25413.22, 25017.44, 24465.64, 24464.69, 24285.95, 24640.24, 24748.73, 25366.43, 25338.84, 25538.46, 25826.43]","[-0.03929491 -0.08139447  0.16696606 ... -0.0158621  -0.03321545
 -0.01786351]",1
2018-11-06,"[25317.41, 25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01, 26180.3, 26191.22, 25989.3, 25286.49, 25080.5, 25289.27, 25413.22, 25017.44, 24465.64, 24464.69, 24285.95, 24640.24, 24748.73, 25366.43, 25338.84, 25538.46, 25826.43, 25027.07]","[-0.03340904 -0.05560237  0.02716633 ...  0.05895259 -0.0097988
 -0.03070114]",1
2018-11-07,"[25191.43, 24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01, 26180.3, 26191.22, 25989.3, 25286.49, 25080.5, 25289.27, 25413.22, 25017.44, 24465.64, 24464.69, 24285.95, 24640.24, 24748.73, 25366.43, 25338.84, 25538.46, 25826.43, 25027.07, 24947.67]","[ 0.01788501 -0.0802903   0.01431861 ...  0.03755059  0.00272189
  0.01530492]",1
2018-11-08,"[24583.42, 24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01, 26180.3, 26191.22, 25989.3, 25286.49, 25080.5, 25289.27, 25413.22, 25017.44, 24465.64, 24464.69, 24285.95, 24640.24, 24748.73, 25366.43, 25338.84, 25538.46, 25826.43, 25027.07, 24947.67, 24388.95]","[-0.02899222 -0.01947938  0.11116855 ...  0.05679588  0.04862401
 -0.03594538]",1
2018-11-09,"[24984.55, 24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01, 26180.3, 26191.22, 25989.3, 25286.49, 25080.5, 25289.27, 25413.22, 25017.44, 24465.64, 24464.69, 24285.95, 24640.24, 24748.73, 25366.43, 25338.84, 25538.46, 25826.43, 25027.07, 24947.67, 24388.95, 24423.26]",[0.01858545 0.04446231 0.02393928 ... 0.11163526 0.02149471 0.00669752],0
2018-11-13,"[24688.31, 24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01, 26180.3, 26191.22, 25989.3, 25286.49, 25080.5, 25289.27, 25413.22, 25017.44, 24465.64, 24464.69, 24285.95, 24640.24, 24748.73, 25366.43, 25338.84, 25538.46, 25826.43, 25027.07, 24947.67, 24388.95, 24423.26, 24370.24]","[-0.0160341  -0.06062659 -0.01672406 ...  0.03312324  0.02583857
  0.02004506]",0
2018-11-14,"[24442.92, 24874.64, 25115.76, 25380.74, 25270.83, 25461.7, 25635.01, 26180.3, 26191.22, 25989.3, 25286.49, 25080.5, 25289.27, 25413.22, 25017.44, 24465.64, 24464.69, 24285.95, 24640.24, 24748.73, 25366.43, 25338.84, 25538.46, 25826.43, 25027.07, 24947.67, 24388.95, 24423.26, 24370.24, 24527.27]","[ 0.04915273 -0.06327962  0.07060675 ... -0.0202523   0.09190638
  0.00156454]",0
